order_date,product_name,category,item_price,units_sold,revenue,units_returned,refund_amount,cogs,repeat_order_pct
2025-07-15,Performance Leggings,Activewear,64.4,1,64.4,0,0.0,23.18,0.3069
2025-07-16,Classic Essential Tee,Tops,39.75,4,159.0,0,0.0,62.96,0.2653
2025-07-16,Organic V-Neck,Tops,44.3,4,177.21,0,0.0,65.2,0.2736
2025-07-16,Linen Relaxed Shirt,Tops,58.99,3,176.98,0,0.0,65.82,0.2841
2025-07-16,Oversized Crop Top,Tops,35.35,1,35.35,0,0.0,12.77,0.2554
2025-07-16,Merino Wool Polo,Tops,66.64,1,66.64,0,0.0,24.12,0.3368
2025-07-16,Organic Joggers,Bottoms,57.02,2,114.03,0,0.0,38.22,0.3079
2025-07-16,High-Rise Wide Leg,Bottoms,78.57,2,157.15,0,0.0,54.5,0.3029
2025-07-16,Relaxed Chinos,Bottoms,67.74,2,135.48,0,0.0,45.6,0.2945
2025-07-16,Linen Shorts,Bottoms,51.34,1,51.34,0,0.0,17.49,0.2734
2025-07-16,Premium Hoodie,Outerwear,108.35,1,108.35,0,0.0,43.13,0.3223
2025-07-16,Wool Blend Coat,Outerwear,186.1,1,186.1,0,0.0,75.59,0.2655
2025-07-16,Puffer Jacket Recycled,Outerwear,146.91,1,146.91,0,0.0,58.97,0.2788
2025-07-16,Wrap Midi Dress,Dresses,78.13,2,156.27,0,0.0,58.62,0.3058
2025-07-16,Linen Maxi Dress,Dresses,94.8,1,94.8,0,0.0,34.05,0.2763
2025-07-16,Organic Shirt Dress,Dresses,81.42,1,81.42,0,0.0,28.5,0.296
2025-07-16,Knit Sweater Dress,Dresses,102.98,1,102.98,0,0.0,35.49,0.3109
2025-07-16,Recycled Sneakers,Footwear,91.28,2,182.56,0,0.0,79.22,0.2886
2025-07-16,Leather Ankle Boots,Footwear,141.35,1,141.35,0,0.0,61.43,0.3207
2025-07-16,Canvas Slip-Ons,Footwear,56.29,1,56.29,0,0.0,24.3,0.2841
2025-07-16,Canvas Tote,Bags,46.08,1,46.08,0,0.0,15.11,0.3045
2025-07-16,Crossbody Bag,Bags,63.85,1,63.85,0,0.0,21.21,0.28
2025-07-16,Bamboo Sunglasses,Accessories,34.27,2,68.53,0,0.0,19.8,0.3333
2025-07-16,Recycled Beanie,Accessories,21.2,1,21.2,0,0.0,6.43,0.3345
2025-07-16,Cork Wallet,Accessories,30.39,1,30.39,0,0.0,9.03,0.2885
2025-07-16,Organic Socks 3-Pack,Accessories,18.68,1,18.68,0,0.0,5.53,0.2832
2025-07-16,Hemp Belt,Accessories,25.21,1,25.21,0,0.0,7.6,0.3448
2025-07-17,Classic Essential Tee,Tops,39.1,5,195.49,0,0.0,74.75,0.2843
2025-07-17,Organic V-Neck,Tops,45.68,3,137.05,0,0.0,52.35,0.3258
2025-07-17,Linen Relaxed Shirt,Tops,58.79,3,176.38,0,0.0,69.96,0.3079
2025-07-17,Oversized Crop Top,Tops,34.02,2,68.04,0,0.0,26.22,0.2773
2025-07-17,Merino Wool Polo,Tops,64.25,1,64.25,0,0.0,23.26,0.3062
2025-07-17,Organic Joggers,Bottoms,60.83,3,182.49,0,0.0,66.63,0.3262
2025-07-17,High-Rise Wide Leg,Bottoms,76.4,2,152.79,0,0.0,52.36,0.3146
2025-07-17,Relaxed Chinos,Bottoms,66.52,1,66.52,0,0.0,23.05,0.3355
2025-07-17,Linen Shorts,Bottoms,51.31,1,51.31,0,0.0,18.39,0.2565
2025-07-17,Premium Hoodie,Outerwear,106.5,1,106.5,0,0.0,44.52,0.2683
2025-07-17,Wool Blend Coat,Outerwear,186.08,1,186.08,0,0.0,73.58,0.3109
2025-07-17,Puffer Jacket Recycled,Outerwear,148.45,1,148.45,0,0.0,58.94,0.2963
2025-07-17,Wrap Midi Dress,Dresses,81.69,2,163.37,0,0.0,61.5,0.2948
2025-07-17,Linen Maxi Dress,Dresses,96.31,1,96.31,0,0.0,34.86,0.3081
2025-07-17,Organic Shirt Dress,Dresses,85.45,1,85.45,0,0.0,31.29,0.3154
2025-07-17,Knit Sweater Dress,Dresses,98.95,1,98.95,0,0.0,36.38,0.3172
2025-07-17,Recycled Sneakers,Footwear,87.79,2,175.59,0,0.0,75.52,0.3114
2025-07-17,Leather Ankle Boots,Footwear,139.3,1,139.3,0,0.0,60.67,0.258
2025-07-17,Canvas Slip-Ons,Footwear,60.17,1,60.17,0,0.0,24.07,0.2721
2025-07-17,Weekend Travel Bag,Bags,89.94,1,89.94,0,0.0,29.53,0.2666
2025-07-17,Canvas Tote,Bags,44.5,1,44.5,0,0.0,14.31,0.2575
2025-07-17,Crossbody Bag,Bags,64.89,1,64.89,0,0.0,22.37,0.2752
2025-07-17,Bamboo Sunglasses,Accessories,36.1,2,72.2,0,0.0,22.24,0.3431
2025-07-17,Recycled Beanie,Accessories,21.28,2,42.55,0,0.0,12.24,0.2981
2025-07-17,Cork Wallet,Accessories,30.12,1,30.12,0,0.0,9.21,0.3296
2025-07-17,Organic Socks 3-Pack,Accessories,18.06,1,18.06,0,0.0,5.16,0.3165
2025-07-17,Hemp Belt,Accessories,26.19,1,26.19,0,0.0,7.8,0.3014
2025-07-18,Classic Essential Tee,Tops,38.66,3,115.99,0,0.0,45.99,0.2884
2025-07-18,Organic V-Neck,Tops,45.29,4,181.15,0,0.0,68.48,0.3373
2025-07-18,Linen Relaxed Shirt,Tops,57.76,3,173.29,0,0.0,67.89,0.3221
2025-07-18,Oversized Crop Top,Tops,36.36,2,72.72,0,0.0,27.58,0.2868
2025-07-18,Merino Wool Polo,Tops,62.0,1,62.0,0,0.0,23.16,0.3224
2025-07-18,Organic Joggers,Bottoms,60.4,3,181.2,0,0.0,63.72,0.3037
2025-07-18,High-Rise Wide Leg,Bottoms,73.69,2,147.38,0,0.0,51.32,0.2986
2025-07-18,Relaxed Chinos,Bottoms,68.03,1,68.03,0,0.0,23.75,0.3024
2025-07-18,Linen Shorts,Bottoms,51.16,1,51.16,0,0.0,17.04,0.2883
2025-07-18,Denim Straight Leg,Bottoms,91.09,1,91.09,0,0.0,33.27,0.277
2025-07-18,Premium Hoodie,Outerwear,104.65,1,104.65,0,0.0,42.58,0.3162
2025-07-18,Wool Blend Coat,Outerwear,186.04,1,186.04,0,0.0,73.42,0.2943
2025-07-18,Puffer Jacket Recycled,Outerwear,141.88,1,141.88,0,0.0,57.91,0.3139
2025-07-18,Wrap Midi Dress,Dresses,81.6,1,81.6,0,0.0,28.89,0.3404
2025-07-18,Linen Maxi Dress,Dresses,91.56,1,91.56,0,0.0,33.38,0.3337
2025-07-18,Organic Shirt Dress,Dresses,86.55,1,86.55,0,0.0,32.49,0.3096
2025-07-18,Knit Sweater Dress,Dresses,96.45,1,96.45,0,0.0,34.5,0.3176
2025-07-18,Recycled Sneakers,Footwear,91.89,2,183.77,0,0.0,80.62,0.2753
2025-07-18,Leather Ankle Boots,Footwear,134.99,1,134.99,0,0.0,55.09,0.2676
2025-07-18,Canvas Slip-Ons,Footwear,58.19,1,58.19,0,0.0,25.1,0.2638
2025-07-18,Weekend Travel Bag,Bags,91.04,1,91.04,0,0.0,29.25,0.3237
2025-07-18,Canvas Tote,Bags,45.64,1,45.64,0,0.0,14.59,0.3122
2025-07-18,Crossbody Bag,Bags,65.85,1,65.85,0,0.0,22.19,0.2773
2025-07-18,Bamboo Sunglasses,Accessories,35.95,2,71.89,0,0.0,22.06,0.2741
2025-07-18,Recycled Beanie,Accessories,22.46,2,44.92,0,0.0,12.82,0.3336
2025-07-18,Cork Wallet,Accessories,30.07,1,30.07,0,0.0,9.06,0.2996
2025-07-18,Organic Socks 3-Pack,Accessories,17.67,1,17.67,0,0.0,5.2,0.2889
2025-07-18,Hemp Belt,Accessories,23.88,1,23.88,0,0.0,7.22,0.274
2025-07-19,Classic Essential Tee,Tops,40.83,3,122.49,0,0.0,48.69,0.2642
2025-07-19,Organic V-Neck,Tops,43.78,3,131.35,0,0.0,50.55,0.3092
2025-07-19,Linen Relaxed Shirt,Tops,59.29,2,118.58,0,0.0,44.46,0.2777
2025-07-19,Oversized Crop Top,Tops,34.68,1,34.68,0,0.0,13.83,0.2758
2025-07-19,Organic Joggers,Bottoms,58.54,2,117.08,0,0.0,39.44,0.3001
2025-07-19,High-Rise Wide Leg,Bottoms,77.03,1,77.03,0,0.0,26.05,0.3348
2025-07-19,Relaxed Chinos,Bottoms,68.99,1,68.99,0,0.0,24.74,0.2828
2025-07-19,Linen Shorts,Bottoms,46.73,1,46.73,0,0.0,15.64,0.3005
2025-07-19,Premium Hoodie,Outerwear,114.44,1,114.44,0,0.0,46.47,0.2853
2025-07-19,Wool Blend Coat,Outerwear,197.18,1,197.18,0,0.0,75.22,0.2894
2025-07-19,Puffer Jacket Recycled,Outerwear,138.95,1,138.95,0,0.0,57.44,0.2953
2025-07-19,Wrap Midi Dress,Dresses,81.75,1,81.75,0,0.0,28.73,0.2717
2025-07-19,Linen Maxi Dress,Dresses,99.45,1,99.45,0,0.0,36.45,0.312
2025-07-19,Organic Shirt Dress,Dresses,87.48,1,87.48,0,0.0,32.24,0.3437
2025-07-19,Recycled Sneakers,Footwear,92.02,1,92.02,0,0.0,39.8,0.2747
2025-07-19,Leather Ankle Boots,Footwear,138.48,1,138.48,0,0.0,55.51,0.2987
2025-07-19,Canvas Slip-Ons,Footwear,56.17,1,56.17,0,0.0,22.86,0.2723
2025-07-19,Canvas Tote,Bags,44.21,1,44.21,0,0.0,14.1,0.3285
2025-07-19,Crossbody Bag,Bags,61.77,1,61.77,0,0.0,21.0,0.3158
2025-07-19,Bamboo Sunglasses,Accessories,34.17,1,34.17,0,0.0,10.52,0.3267
2025-07-19,Recycled Beanie,Accessories,21.17,1,21.17,0,0.0,6.26,0.2843
2025-07-19,Cork Wallet,Accessories,27.8,1,27.8,0,0.0,8.09,0.2937
2025-07-20,Classic Essential Tee,Tops,37.08,2,74.17,0,0.0,28.66,0.2669
2025-07-20,Organic V-Neck,Tops,44.38,3,133.14,0,0.0,48.78,0.2556
2025-07-20,Linen Relaxed Shirt,Tops,59.24,1,59.24,0,0.0,22.82,0.2796
2025-07-20,Oversized Crop Top,Tops,36.48,1,36.48,0,0.0,14.14,0.2974
2025-07-20,Organic Joggers,Bottoms,57.86,1,57.86,0,0.0,20.64,0.3106
2025-07-20,High-Rise Wide Leg,Bottoms,78.27,1,78.27,0,0.0,28.03,0.2916
2025-07-20,Relaxed Chinos,Bottoms,67.26,1,67.26,0,0.0,22.73,0.2954
2025-07-20,Linen Shorts,Bottoms,48.65,1,48.65,0,0.0,16.67,0.2852
2025-07-20,Premium Hoodie,Outerwear,105.86,1,105.86,0,0.0,42.91,0.2896
2025-07-20,Wool Blend Coat,Outerwear,191.65,1,191.65,0,0.0,76.34,0.3167
2025-07-20,Puffer Jacket Recycled,Outerwear,141.95,1,141.95,0,0.0,57.39,0.2616
2025-07-20,Wrap Midi Dress,Dresses,82.04,1,82.04,0,0.0,28.52,0.3205
2025-07-20,Linen Maxi Dress,Dresses,94.13,1,94.13,0,0.0,33.08,0.3418
2025-07-20,Knit Sweater Dress,Dresses,96.33,1,96.33,0,0.0,35.19,0.3132
2025-07-20,Recycled Sneakers,Footwear,86.21,1,86.21,0,0.0,35.09,0.3362
2025-07-20,Leather Ankle Boots,Footwear,134.92,1,134.92,0,0.0,54.44,0.2563
2025-07-20,Bamboo Sunglasses,Accessories,33.95,1,33.95,0,0.0,10.34,0.3148
2025-07-20,Recycled Beanie,Accessories,21.11,1,21.11,0,0.0,6.03,0.2802
2025-07-20,Cork Wallet,Accessories,28.01,1,28.01,0,0.0,8.34,0.3332
2025-07-20,Organic Socks 3-Pack,Accessories,17.5,1,17.5,0,0.0,5.26,0.3373
2025-07-21,Classic Essential Tee,Tops,40.54,5,202.68,0,0.0,77.5,0.2635
2025-07-21,Organic V-Neck,Tops,43.92,3,131.76,0,0.0,48.0,0.3273
2025-07-21,Linen Relaxed Shirt,Tops,58.28,2,116.56,0,0.0,43.96,0.3311
2025-07-21,Oversized Crop Top,Tops,34.58,1,34.58,0,0.0,12.56,0.3406
2025-07-21,Merino Wool Polo,Tops,68.18,1,68.18,0,0.0,25.06,0.3327
2025-07-21,Organic Joggers,Bottoms,59.82,3,179.46,0,0.0,60.51,0.3413
2025-07-21,High-Rise Wide Leg,Bottoms,77.11,2,154.23,0,0.0,56.64,0.3412
2025-07-21,Relaxed Chinos,Bottoms,69.97,2,139.95,0,0.0,51.16,0.2854
2025-07-21,Linen Shorts,Bottoms,47.16,1,47.16,0,0.0,15.78,0.262
2025-07-21,Denim Straight Leg,Bottoms,92.06,1,92.06,0,0.0,33.48,0.3136
2025-07-21,Premium Hoodie,Outerwear,112.3,1,112.3,0,0.0,46.65,0.3058
2025-07-21,Wool Blend Coat,Outerwear,191.69,1,191.69,0,0.0,74.25,0.3028
2025-07-21,Puffer Jacket Recycled,Outerwear,143.18,1,143.18,0,0.0,60.02,0.3047
2025-07-21,Rain Jacket,Outerwear,95.54,1,95.54,0,0.0,39.4,0.2652
2025-07-21,Wrap Midi Dress,Dresses,82.59,1,82.59,0,0.0,29.64,0.3023
2025-07-21,Linen Maxi Dress,Dresses,91.04,2,182.07,0,0.0,64.1,0.2566
2025-07-21,Organic Shirt Dress,Dresses,85.87,1,85.87,0,0.0,32.32,0.2597
2025-07-21,Knit Sweater Dress,Dresses,101.37,1,101.37,0,0.0,36.09,0.2586
2025-07-21,Recycled Sneakers,Footwear,86.13,1,86.13,0,0.0,36.72,0.2807
2025-07-21,Leather Ankle Boots,Footwear,144.46,1,144.46,0,0.0,60.36,0.3031
2025-07-21,Canvas Slip-Ons,Footwear,57.06,1,57.06,0,0.0,23.32,0.303
2025-07-21,Weekend Travel Bag,Bags,92.91,1,92.91,0,0.0,29.6,0.2736
2025-07-21,Canvas Tote,Bags,44.79,1,44.79,0,0.0,15.05,0.2845
2025-07-21,Bamboo Sunglasses,Accessories,35.6,2,71.2,0,0.0,21.74,0.3406
2025-07-21,Recycled Beanie,Accessories,21.98,2,43.95,0,0.0,13.7,0.3127
2025-07-21,Cork Wallet,Accessories,28.72,1,28.72,0,0.0,8.45,0.2959
2025-07-21,Organic Socks 3-Pack,Accessories,17.96,1,17.96,0,0.0,5.46,0.2706
2025-07-21,Hemp Belt,Accessories,25.63,1,25.63,0,0.0,7.47,0.3089
2025-07-21,Seamless Sports Bra,Activewear,44.9,1,44.9,0,0.0,16.36,0.3135
2025-07-21,Performance Leggings,Activewear,63.57,1,63.57,0,0.0,24.5,0.3036
2025-07-22,Classic Essential Tee,Tops,39.97,4,159.86,0,0.0,63.6,0.2599
2025-07-22,Organic V-Neck,Tops,44.75,2,89.49,0,0.0,32.8,0.262
2025-07-22,Linen Relaxed Shirt,Tops,58.19,2,116.38,0,0.0,44.62,0.2804
2025-07-22,Oversized Crop Top,Tops,33.63,1,33.63,0,0.0,13.11,0.3073
2025-07-22,Merino Wool Polo,Tops,62.5,1,62.5,0,0.0,22.76,0.2632
2025-07-22,Organic Joggers,Bottoms,57.23,3,171.69,0,0.0,62.61,0.2717
2025-07-22,High-Rise Wide Leg,Bottoms,74.51,2,149.02,0,0.0,54.7,0.2895
2025-07-22,Relaxed Chinos,Bottoms,66.98,2,133.96,0,0.0,49.18,0.2667
2025-07-22,Linen Shorts,Bottoms,50.66,1,50.66,0,0.0,17.24,0.2635
2025-07-22,Premium Hoodie,Outerwear,106.22,1,106.22,0,0.0,40.81,0.2627
2025-07-22,Wool Blend Coat,Outerwear,190.93,1,190.93,0,0.0,77.0,0.3379
2025-07-22,Puffer Jacket Recycled,Outerwear,142.6,1,142.6,0,0.0,54.82,0.3065
2025-07-22,Wrap Midi Dress,Dresses,82.13,1,82.13,0,0.0,28.12,0.3231
2025-07-22,Linen Maxi Dress,Dresses,97.58,1,97.58,0,0.0,36.17,0.2872
2025-07-22,Organic Shirt Dress,Dresses,89.23,1,89.23,0,0.0,31.69,0.2975
2025-07-22,Knit Sweater Dress,Dresses,97.63,1,97.63,0,0.0,34.32,0.3401
2025-07-22,Recycled Sneakers,Footwear,86.2,1,86.2,0,0.0,37.76,0.3231
2025-07-22,Leather Ankle Boots,Footwear,133.41,1,133.41,0,0.0,55.45,0.2931
2025-07-22,Canvas Slip-Ons,Footwear,59.48,1,59.48,0,0.0,26.15,0.2951
2025-07-22,Weekend Travel Bag,Bags,85.27,1,85.27,0,0.0,27.58,0.2974
2025-07-22,Canvas Tote,Bags,43.61,1,43.61,0,0.0,13.86,0.3164
2025-07-22,Crossbody Bag,Bags,67.26,1,67.26,0,0.0,22.18,0.3242
2025-07-22,Bamboo Sunglasses,Accessories,36.7,1,36.7,0,0.0,10.81,0.3371
2025-07-22,Recycled Beanie,Accessories,22.9,2,45.8,0,0.0,14.32,0.3193
2025-07-22,Cork Wallet,Accessories,29.66,1,29.66,0,0.0,9.22,0.3424
2025-07-22,Organic Socks 3-Pack,Accessories,18.82,1,18.82,0,0.0,5.42,0.3201
2025-07-22,Performance Leggings,Activewear,63.78,1,63.78,0,0.0,23.28,0.2925
2025-07-23,Classic Essential Tee,Tops,38.78,5,193.9,0,0.0,76.8,0.3307
2025-07-23,Organic V-Neck,Tops,43.17,3,129.5,0,0.0,51.12,0.2919
2025-07-23,Linen Relaxed Shirt,Tops,57.88,3,173.64,0,0.0,68.91,0.3038
2025-07-23,Oversized Crop Top,Tops,36.1,2,72.2,0,0.0,26.6,0.266
2025-07-23,Merino Wool Polo,Tops,62.34,1,62.34,0,0.0,23.67,0.263
2025-07-23,Organic Joggers,Bottoms,56.67,2,113.33,0,0.0,40.26,0.2643
2025-07-23,High-Rise Wide Leg,Bottoms,72.85,2,145.7,0,0.0,49.58,0.3407
2025-07-23,Relaxed Chinos,Bottoms,70.03,2,140.07,0,0.0,48.8,0.277
2025-07-23,Linen Shorts,Bottoms,49.43,1,49.43,0,0.0,17.05,0.2784
2025-07-23,Premium Hoodie,Outerwear,111.82,2,223.65,0,0.0,92.6,0.337
2025-07-23,Wool Blend Coat,Outerwear,182.0,1,182.0,0,0.0,72.07,0.3355
2025-07-23,Puffer Jacket Recycled,Outerwear,149.64,1,149.64,0,0.0,57.75,0.2661
2025-07-23,Rain Jacket,Outerwear,92.2,1,92.2,0,0.0,37.85,0.3414
2025-07-23,Wrap Midi Dress,Dresses,81.7,2,163.41,0,0.0,60.8,0.3449
2025-07-23,Linen Maxi Dress,Dresses,93.02,1,93.02,0,0.0,33.14,0.2797
2025-07-23,Organic Shirt Dress,Dresses,81.99,1,81.99,0,0.0,28.72,0.313
2025-07-23,Knit Sweater Dress,Dresses,102.78,1,102.78,0,0.0,35.62,0.2621
2025-07-23,Recycled Sneakers,Footwear,86.88,2,173.76,0,0.0,69.72,0.3404
2025-07-23,Leather Ankle Boots,Footwear,136.88,1,136.88,0,0.0,58.23,0.2684
2025-07-23,Canvas Slip-Ons,Footwear,60.12,1,60.12,0,0.0,24.97,0.3311
2025-07-23,Weekend Travel Bag,Bags,88.33,1,88.33,0,0.0,28.64,0.276
2025-07-23,Canvas Tote,Bags,46.13,1,46.13,0,0.0,14.87,0.2559
2025-07-23,Bamboo Sunglasses,Accessories,36.13,1,36.13,0,0.0,10.41,0.2742
2025-07-23,Recycled Beanie,Accessories,22.94,2,45.89,0,0.0,13.22,0.3157
2025-07-23,Cork Wallet,Accessories,29.7,1,29.7,0,0.0,9.17,0.3231
2025-07-23,Hemp Belt,Accessories,25.25,1,25.25,0,0.0,7.71,0.3032
2025-07-23,Seamless Sports Bra,Activewear,45.83,1,45.83,0,0.0,16.65,0.2598
2025-07-23,Performance Leggings,Activewear,66.73,1,66.73,0,0.0,24.02,0.2646
2025-07-24,Classic Essential Tee,Tops,39.54,5,197.71,0,0.0,75.05,0.2766
2025-07-24,Organic V-Neck,Tops,43.75,3,131.26,0,0.0,52.29,0.3321
2025-07-24,Linen Relaxed Shirt,Tops,58.6,2,117.2,0,0.0,45.0,0.3148
2025-07-24,Oversized Crop Top,Tops,34.51,2,69.02,0,0.0,27.1,0.2767
2025-07-24,Merino Wool Polo,Tops,67.22,1,67.22,0,0.0,25.5,0.2594
2025-07-24,Organic Joggers,Bottoms,60.74,3,182.22,0,0.0,61.95,0.3371
2025-07-24,High-Rise Wide Leg,Bottoms,73.71,2,147.41,0,0.0,51.06,0.2953
2025-07-24,Relaxed Chinos,Bottoms,70.64,2,141.28,0,0.0,48.74,0.2845
2025-07-24,Linen Shorts,Bottoms,51.15,1,51.15,0,0.0,17.06,0.338
2025-07-24,Premium Hoodie,Outerwear,107.44,1,107.44,0,0.0,43.96,0.3005
2025-07-24,Wool Blend Coat,Outerwear,183.43,1,183.43,0,0.0,76.15,0.3353
2025-07-24,Puffer Jacket Recycled,Outerwear,143.93,1,143.93,0,0.0,58.35,0.2862
2025-07-24,Wrap Midi Dress,Dresses,80.75,2,161.49,0,0.0,60.6,0.3387
2025-07-24,Linen Maxi Dress,Dresses,97.28,1,97.28,0,0.0,35.06,0.31
2025-07-24,Organic Shirt Dress,Dresses,85.28,1,85.28,0,0.0,31.42,0.2904
2025-07-24,Knit Sweater Dress,Dresses,94.93,1,94.93,0,0.0,32.89,0.329
2025-07-24,Recycled Sneakers,Footwear,89.73,1,89.73,0,0.0,38.08,0.2684
2025-07-24,Leather Ankle Boots,Footwear,134.28,1,134.28,0,0.0,54.94,0.2846
2025-07-24,Canvas Slip-Ons,Footwear,56.86,1,56.86,0,0.0,22.69,0.33
2025-07-24,Weekend Travel Bag,Bags,87.61,1,87.61,0,0.0,29.65,0.2932
2025-07-24,Canvas Tote,Bags,45.9,1,45.9,0,0.0,15.84,0.2721
2025-07-24,Crossbody Bag,Bags,64.98,1,64.98,0,0.0,21.89,0.2731
2025-07-24,Bamboo Sunglasses,Accessories,34.06,2,68.13,0,0.0,20.42,0.3367
2025-07-24,Recycled Beanie,Accessories,22.87,1,22.87,0,0.0,7.01,0.2777
2025-07-24,Cork Wallet,Accessories,29.27,1,29.27,0,0.0,9.13,0.2883
2025-07-24,Organic Socks 3-Pack,Accessories,17.22,1,17.22,0,0.0,5.27,0.2858
2025-07-24,Hemp Belt,Accessories,25.41,1,25.41,0,0.0,8.0,0.3413
2025-07-24,Seamless Sports Bra,Activewear,43.77,1,43.77,0,0.0,16.79,0.3366
2025-07-24,Performance Leggings,Activewear,65.49,1,65.49,0,0.0,23.89,0.3165
2025-07-25,Classic Essential Tee,Tops,39.42,5,197.08,0,0.0,74.1,0.2714
2025-07-25,Organic V-Neck,Tops,45.38,2,90.76,0,0.0,34.34,0.3199
2025-07-25,Linen Relaxed Shirt,Tops,61.72,2,123.44,0,0.0,48.24,0.3075
2025-07-25,Oversized Crop Top,Tops,34.37,1,34.37,0,0.0,12.54,0.2616
2025-07-25,Merino Wool Polo,Tops,62.08,1,62.08,0,0.0,22.48,0.2886
2025-07-25,Organic Joggers,Bottoms,56.31,3,168.94,0,0.0,61.32,0.3069
2025-07-25,High-Rise Wide Leg,Bottoms,77.49,3,232.48,0,0.0,83.91,0.3339
2025-07-25,Relaxed Chinos,Bottoms,66.51,1,66.51,0,0.0,23.81,0.332
2025-07-25,Linen Shorts,Bottoms,49.28,1,49.28,0,0.0,17.74,0.284
2025-07-25,Denim Straight Leg,Bottoms,91.72,1,91.72,0,0.0,30.69,0.3238
2025-07-25,Premium Hoodie,Outerwear,106.78,2,213.56,0,0.0,88.26,0.2982
2025-07-25,Wool Blend Coat,Outerwear,197.98,1,197.98,0,0.0,79.68,0.3017
2025-07-25,Puffer Jacket Recycled,Outerwear,140.21,1,140.21,0,0.0,54.54,0.2932
2025-07-25,Rain Jacket,Outerwear,95.51,1,95.51,0,0.0,36.83,0.3014
2025-07-25,Wrap Midi Dress,Dresses,81.45,2,162.89,0,0.0,56.94,0.2646
2025-07-25,Linen Maxi Dress,Dresses,99.04,1,99.04,0,0.0,36.88,0.3193
2025-07-25,Organic Shirt Dress,Dresses,87.44,1,87.44,0,0.0,32.43,0.2728
2025-07-25,Knit Sweater Dress,Dresses,103.8,1,103.8,0,0.0,37.13,0.2758
2025-07-25,Recycled Sneakers,Footwear,86.54,1,86.54,0,0.0,35.29,0.2775
2025-07-25,Leather Ankle Boots,Footwear,134.4,1,134.4,0,0.0,58.38,0.2578
2025-07-25,Canvas Slip-Ons,Footwear,61.26,1,61.26,0,0.0,24.48,0.2759
2025-07-25,Weekend Travel Bag,Bags,90.34,1,90.34,0,0.0,29.83,0.2734
2025-07-25,Canvas Tote,Bags,46.01,1,46.01,0,0.0,15.44,0.2575
2025-07-25,Crossbody Bag,Bags,62.91,1,62.91,0,0.0,21.08,0.3443
2025-07-25,Bamboo Sunglasses,Accessories,36.51,1,36.51,0,0.0,11.2,0.2993
2025-07-25,Recycled Beanie,Accessories,22.12,2,44.23,0,0.0,12.82,0.2988
2025-07-25,Cork Wallet,Accessories,28.9,1,28.9,0,0.0,9.1,0.2815
2025-07-25,Organic Socks 3-Pack,Accessories,18.63,1,18.63,0,0.0,5.84,0.258
2025-07-25,Hemp Belt,Accessories,24.7,1,24.7,0,0.0,7.35,0.2605
2025-07-25,Seamless Sports Bra,Activewear,45.89,1,45.89,0,0.0,16.49,0.2632
2025-07-25,Performance Leggings,Activewear,68.16,1,68.16,0,0.0,25.77,0.3449
2025-07-25,Running Tank,Activewear,39.35,1,39.35,0,0.0,14.32,0.3085
2025-07-26,Classic Essential Tee,Tops,40.33,3,120.99,0,0.0,44.85,0.2989
2025-07-26,Organic V-Neck,Tops,47.13,2,94.25,0,0.0,34.06,0.2987
2025-07-26,Linen Relaxed Shirt,Tops,57.3,2,114.59,0,0.0,43.18,0.3073
2025-07-26,Oversized Crop Top,Tops,36.39,1,36.39,0,0.0,13.53,0.3016
2025-07-26,Organic Joggers,Bottoms,56.62,1,56.62,0,0.0,19.19,0.3426
2025-07-26,High-Rise Wide Leg,Bottoms,73.49,1,73.49,0,0.0,25.87,0.2769
2025-07-26,Relaxed Chinos,Bottoms,71.0,1,71.0,0,0.0,24.4,0.3401
2025-07-26,Linen Shorts,Bottoms,49.37,1,49.37,0,0.0,17.46,0.3352
2025-07-26,Premium Hoodie,Outerwear,109.35,1,109.35,0,0.0,44.33,0.3283
2025-07-26,Wool Blend Coat,Outerwear,196.68,1,196.68,0,0.0,80.62,0.2861
2025-07-26,Puffer Jacket Recycled,Outerwear,147.34,1,147.34,0,0.0,59.56,0.2832
2025-07-26,Wrap Midi Dress,Dresses,82.32,1,82.32,0,0.0,29.75,0.3228
2025-07-26,Linen Maxi Dress,Dresses,98.32,1,98.32,0,0.0,35.54,0.3391
2025-07-26,Organic Shirt Dress,Dresses,83.49,1,83.49,0,0.0,29.53,0.3449
2025-07-26,Knit Sweater Dress,Dresses,101.17,1,101.17,0,0.0,37.44,0.2953
2025-07-26,Recycled Sneakers,Footwear,86.2,1,86.2,0,0.0,37.9,0.3384
2025-07-26,Leather Ankle Boots,Footwear,144.62,1,144.62,0,0.0,63.62,0.3381
2025-07-26,Canvas Slip-Ons,Footwear,58.53,1,58.53,0,0.0,25.31,0.3058
2025-07-26,Bamboo Sunglasses,Accessories,34.36,1,34.36,0,0.0,10.55,0.2582
2025-07-26,Recycled Beanie,Accessories,21.06,1,21.06,0,0.0,6.56,0.2621
2025-07-26,Cork Wallet,Accessories,28.56,1,28.56,0,0.0,8.68,0.3117
2025-07-27,Classic Essential Tee,Tops,37.07,3,111.22,0,0.0,40.35,0.2814
2025-07-27,Organic V-Neck,Tops,45.96,1,45.96,0,0.0,17.04,0.3111
2025-07-27,Linen Relaxed Shirt,Tops,60.72,1,60.72,0,0.0,22.6,0.3279
2025-07-27,Oversized Crop Top,Tops,34.51,1,34.51,0,0.0,12.48,0.3046
2025-07-27,Merino Wool Polo,Tops,67.34,1,67.34,0,0.0,25.32,0.2949
